"чин"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%87%D0%B8%D0%BD-n>		<http://wordnet-rdf.princeton.edu/wn30/14429985-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/grad%C3%AB-n>		"gradë"@als	
"разцепвам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%80%D0%B0%D0%B7%D1%86%D0%B5%D0%BF%D0%B2%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/00309310-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/%C3%A7arje-v>		"çarje"@als	
"разцепвам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%80%D0%B0%D0%B7%D1%86%D0%B5%D0%BF%D0%B2%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/00309310-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/shp%C3%ABrthej-v>		"shpërthej"@als	
"разцепвам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%80%D0%B0%D0%B7%D1%86%D0%B5%D0%BF%D0%B2%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/00309310-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/p%C3%ABlcitje-v>		"pëlcitje"@als	
"разцепвам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%80%D0%B0%D0%B7%D1%86%D0%B5%D0%BF%D0%B2%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/00309310-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/plasje-v>		"plasje"@als	
"автомобил"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B0%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB-n>		<http://wordnet-rdf.princeton.edu/wn30/02958343-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/automobil-n>		"automobil"@als	
"автомобил"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B0%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB-n>		<http://wordnet-rdf.princeton.edu/wn30/02958343-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/vetur%C3%AB-n>		"veturë"@als	
"автомобил"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B0%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB-n>		<http://wordnet-rdf.princeton.edu/wn30/02958343-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/makin%C3%AB-n>		"makinë"@als	
"нарастване"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BD%D0%B0%D1%80%D0%B0%D1%81%D1%82%D0%B2%D0%B0%D0%BD%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/13497135-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/inkrement-n>		"inkrement"@als	
"нарастване"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BD%D0%B0%D1%80%D0%B0%D1%81%D1%82%D0%B2%D0%B0%D0%BD%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/13497135-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/rritje-n>		"rritje"@als	
"бия"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B1%D0%B8%D1%8F-v>		<http://wordnet-rdf.princeton.edu/wn30/01400044-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/goditje-v>		"goditje"@als	
"бия"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B1%D0%B8%D1%8F-v>		<http://wordnet-rdf.princeton.edu/wn30/01880113-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/rreh-v>		"rreh"@als	
"бия"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B1%D0%B8%D1%8F-v>		<http://wordnet-rdf.princeton.edu/wn30/01880113-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/rrah-v>		"rrah"@als	
"бия"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B1%D0%B8%D1%8F-v>		<http://wordnet-rdf.princeton.edu/wn30/01880113-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/goditje%20e%20fort%C3%AB-v>		"goditje e fortë"@als	
"храм"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%85%D1%80%D0%B0%D0%BC-n>		<http://wordnet-rdf.princeton.edu/wn30/03028079-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kish%C3%AB-n>		"kishë"@als	
"храм"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%85%D1%80%D0%B0%D0%BC-n>		<http://wordnet-rdf.princeton.edu/wn30/03028079-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/nd%C3%ABrtesa%20e%20kish%C3%ABs-n>		"ndërtesa e kishës"@als	
"обезглавя"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D0%B1%D0%B5%D0%B7%D0%B3%D0%BB%D0%B0%D0%B2%D1%8F-v>		<http://wordnet-rdf.princeton.edu/wn30/01571354-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/i%20pres%20kok%C3%ABn-v>		"i pres kokën"@als	
"изхвърлям"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B8%D0%B7%D1%85%D0%B2%D1%8A%D1%80%D0%BB%D1%8F%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/01468576-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/d%C3%ABboj-v>		"dëboj"@als	
"изхвърлям"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B8%D0%B7%D1%85%D0%B2%D1%8A%D1%80%D0%BB%D1%8F%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/01468576-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/p%C3%ABrjashtoj-v>		"përjashtoj"@als	
"изхвърлям"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B8%D0%B7%D1%85%D0%B2%D1%8A%D1%80%D0%BB%D1%8F%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/01468576-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/nxjerr-v>		"nxjerr"@als	
"аргументация"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B0%D1%80%D0%B3%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F-n>		<http://wordnet-rdf.princeton.edu/wn30/05773049-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/argument%20logjik-n>		"argument logjik"@als	
"аргументация"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B0%D1%80%D0%B3%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F-n>		<http://wordnet-rdf.princeton.edu/wn30/05773049-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/argumentim-n>		"argumentim"@als	
"стрелба"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D1%82%D1%80%D0%B5%D0%BB%D0%B1%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/00122661-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/e%20sht%C3%ABn%C3%AB-n>		"e shtënë"@als	
"стрелба"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D1%82%D1%80%D0%B5%D0%BB%D0%B1%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/00122661-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/q%C3%ABlloj%20me%20arm%C3%AB-n>		"qëlloj me armë"@als	
"мисъл"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BC%D0%B8%D1%81%D1%8A%D0%BB-n>		<http://wordnet-rdf.princeton.edu/wn30/05770926-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ide-n>		"ide"@als	
"мисъл"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BC%D0%B8%D1%81%D1%8A%D0%BB-n>		<http://wordnet-rdf.princeton.edu/wn30/05770926-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pro%C3%A7es%20mendor-n>		"proçes mendor"@als	
"мисъл"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BC%D0%B8%D1%81%D1%8A%D0%BB-n>		<http://wordnet-rdf.princeton.edu/wn30/05770926-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/aktivitet%20i%20trurit-n>		"aktivitet i trurit"@als	
"мисъл"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BC%D0%B8%D1%81%D1%8A%D0%BB-n>		<http://wordnet-rdf.princeton.edu/wn30/05770926-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/mendim-n>		"mendim"@als	
"мисъл"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BC%D0%B8%D1%81%D1%8A%D0%BB-n>		<http://wordnet-rdf.princeton.edu/wn30/05770926-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/arsyetim-n>		"arsyetim"@als	
"мисъл"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BC%D0%B8%D1%81%D1%8A%D0%BB-n>		<http://wordnet-rdf.princeton.edu/wn30/05833840-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ide-n>		"ide"@als	
"мисъл"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BC%D0%B8%D1%81%D1%8A%D0%BB-n>		<http://wordnet-rdf.princeton.edu/wn30/05833840-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/mendim-n>		"mendim"@als	
"способност"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%BF%D0%BE%D1%81%D0%BE%D0%B1%D0%BD%D0%BE%D1%81%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/05200169-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/aft%C3%ABsi-n>		"aftësi"@als	
"бързане"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B1%D1%8A%D1%80%D0%B7%D0%B0%D0%BD%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/00555648-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/nxitim-n>		"nxitim"@als	
"бързане"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B1%D1%8A%D1%80%D0%B7%D0%B0%D0%BD%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/00555648-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ngut-n>		"ngut"@als	
"бързане"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B1%D1%8A%D1%80%D0%B7%D0%B0%D0%BD%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/00555648-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/v%C3%ABrsulem-n>		"vërsulem"@als	
"бързане"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B1%D1%8A%D1%80%D0%B7%D0%B0%D0%BD%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/00555648-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/shpejtoj-n>		"shpejtoj"@als	
"закрия"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B7%D0%B0%D0%BA%D1%80%D0%B8%D1%8F-v>		<http://wordnet-rdf.princeton.edu/wn30/01332730-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/mbules%C3%AB-v>		"mbulesë"@als	
"враг"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B2%D1%80%D0%B0%D0%B3-n>		<http://wordnet-rdf.princeton.edu/wn30/07946851-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kund%C3%ABrshtar-n>		"kundërshtar"@als	
"отсроча"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D1%82%D1%81%D1%80%D0%BE%D1%87%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/02642814-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/shtyj%20afatin-v>		"shtyj afatin"@als	
"отсроча"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D1%82%D1%81%D1%80%D0%BE%D1%87%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/02642814-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/e%20le%20p%C3%ABr%20me%20von%C3%AB-v>		"e le për me vonë"@als	
"отсроча"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D1%82%D1%81%D1%80%D0%BE%D1%87%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/02642814-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/shtyj-v>		"shtyj"@als	
"отсроча"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D1%82%D1%81%D1%80%D0%BE%D1%87%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/02642814-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/largoj%2Cheq%20qafe-v>		"largoj,heq qafe"@als	
"отсроча"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D1%82%D1%81%D1%80%D0%BE%D1%87%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/02642814-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/vendos%20pran%C3%AB-v>		"vendos pranë"@als	
"отсроча"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D1%82%D1%81%D1%80%D0%BE%D1%87%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/02642814-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/m%C3%ABnjan%C3%AB%2Cbej%20m%C3%ABnjan%C3%AB-v>		"mënjanë,bej mënjanë"@als	
"отсроча"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D1%82%D1%81%D1%80%D0%BE%D1%87%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/02642814-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ve%20ne%20raft-v>		"ve ne raft"@als	
"отсроча"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D1%82%D1%81%D1%80%D0%BE%D1%87%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/02642814-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/tryez%C3%AB-v>		"tryezë"@als	
"отсроча"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D1%82%D1%81%D1%80%D0%BE%D1%87%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/02642814-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pengoj-v>		"pengoj"@als	
"окосмяване"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D0%BA%D0%BE%D1%81%D0%BC%D1%8F%D0%B2%D0%B0%D0%BD%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/05254795-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/flok-n>		"flok"@als	
"среща"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D1%80%D0%B5%D1%89%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/07414922-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/p%C3%ABrplasje-n>		"përplasje"@als	
"среща"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D1%80%D0%B5%D1%89%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/07414922-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/takim-n>		"takim"@als	
"среща"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D1%80%D0%B5%D1%89%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/01230965-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/mbledhje-n>		"mbledhje"@als	
"среща"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D1%80%D0%B5%D1%89%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/01230965-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/takim-n>		"takim"@als	
"светило"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%B2%D0%B5%D1%82%D0%B8%D0%BB%D0%BE-n>		<http://wordnet-rdf.princeton.edu/wn30/09762509-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/as-n>		"as"@als	
"светило"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%B2%D0%B5%D1%82%D0%B8%D0%BB%D0%BE-n>		<http://wordnet-rdf.princeton.edu/wn30/09762509-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/superstar-n>		"superstar"@als	
"светило"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%B2%D0%B5%D1%82%D0%B8%D0%BB%D0%BE-n>		<http://wordnet-rdf.princeton.edu/wn30/09762509-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kampion-n>		"kampion"@als	
"светило"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%B2%D0%B5%D1%82%D0%B8%D0%BB%D0%BE-n>		<http://wordnet-rdf.princeton.edu/wn30/09762509-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/adapt-n>		"adapt"@als	
"светило"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%B2%D0%B5%D1%82%D0%B8%D0%BB%D0%BE-n>		<http://wordnet-rdf.princeton.edu/wn30/09762509-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/gjeni-n>		"gjeni"@als	
"светило"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%B2%D0%B5%D1%82%D0%B8%D0%BB%D0%BE-n>		<http://wordnet-rdf.princeton.edu/wn30/09762509-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/vyrtuos-n>		"vyrtuos"@als	
"светило"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%B2%D0%B5%D1%82%D0%B8%D0%BB%D0%BE-n>		<http://wordnet-rdf.princeton.edu/wn30/09762509-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/yll-n>		"yll"@als	
"светило"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%B2%D0%B5%D1%82%D0%B8%D0%BB%D0%BE-n>		<http://wordnet-rdf.princeton.edu/wn30/09762509-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/i%20zoti-n>		"i zoti"@als	
"светило"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%B2%D0%B5%D1%82%D0%B8%D0%BB%D0%BE-n>		<http://wordnet-rdf.princeton.edu/wn30/09762509-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ekspert-n>		"ekspert"@als	
"светило"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%B2%D0%B5%D1%82%D0%B8%D0%BB%D0%BE-n>		<http://wordnet-rdf.princeton.edu/wn30/09762509-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kompetent-n>		"kompetent"@als	
"завършвам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B7%D0%B0%D0%B2%D1%8A%D1%80%D1%88%D0%B2%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/00484166-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/p%C3%ABrfundoj-v>		"përfundoj"@als	
"завършвам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B7%D0%B0%D0%B2%D1%8A%D1%80%D1%88%D0%B2%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/00484166-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/fund-v>		"fund"@als	
"завършвам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B7%D0%B0%D0%B2%D1%8A%D1%80%D1%88%D0%B2%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/00484166-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kompletoj-v>		"kompletoj"@als	
"грешка"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B3%D1%80%D0%B5%D1%88%D0%BA%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/00070965-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/e%20met%C3%AB-n>		"e metë"@als	
"грешка"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B3%D1%80%D0%B5%D1%88%D0%BA%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/00070965-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/gabim-n>		"gabim"@als	
"грешка"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B3%D1%80%D0%B5%D1%88%D0%BA%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/00070965-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/munges%C3%AB%20sakt%C3%ABsie-n>		"mungesë saktësie"@als	
"грешка"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B3%D1%80%D0%B5%D1%88%D0%BA%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/00070965-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/keqkuptim-n>		"keqkuptim"@als	
"грешка"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B3%D1%80%D0%B5%D1%88%D0%BA%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/00070965-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/defekt-n>		"defekt"@als	
"улавям"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%83%D0%BB%D0%B0%D0%B2%D1%8F%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/01439190-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kap-v>		"kap"@als	
"улавям"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%83%D0%BB%D0%B0%D0%B2%D1%8F%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/01439190-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kapje-v>		"kapje"@als	
"стана"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D1%82%D0%B0%D0%BD%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/00339934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/zhvillohet-v>		"zhvillohet"@als	
"стана"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D1%82%D0%B0%D0%BD%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/00339934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ngjet-v>		"ngjet"@als	
"стана"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D1%82%D0%B0%D0%BD%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/00339934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ndodh-v>		"ndodh"@als	
"стана"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D1%82%D0%B0%D0%BD%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/00339934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/vazhdoj-v>		"vazhdoj"@als	
"стана"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D1%82%D0%B0%D0%BD%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/02735753-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/i%20p%C3%ABrshtatsh%C3%ABm-v>		"i përshtatshëm"@als	
"стана"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D1%82%D0%B0%D0%BD%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/01983264-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/%C3%A7ohem-v>		"çohem"@als	
"стана"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D1%82%D0%B0%D0%BD%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/01983264-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ngjitem-v>		"ngjitem"@als	
"стана"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D1%82%D0%B0%D0%BD%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/01983264-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/lart%C3%ABsohem-v>		"lartësohem"@als	
"стана"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D1%82%D0%B0%D0%BD%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/01983264-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ngritje-v>		"ngritje"@als	
"смет"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%BC%D0%B5%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/14856263-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/waste%20material-n>		"waste material"@als	
"смет"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%BC%D0%B5%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/14856263-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/waste-n>		"waste"@als	
"смет"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%BC%D0%B5%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/14856263-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/waste%20product-n>		"waste product"@als	
"смет"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%BC%D0%B5%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/14856263-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/waste%20matter-n>		"waste matter"@als	
"инфлация"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B8%D0%BD%D1%84%D0%BB%D0%B0%D1%86%D0%B8%D1%8F-n>		<http://wordnet-rdf.princeton.edu/wn30/13498828-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/inflacion-n>		"inflacion"@als	
"инфлация"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B8%D0%BD%D1%84%D0%BB%D0%B0%D1%86%D0%B8%D1%8F-n>		<http://wordnet-rdf.princeton.edu/wn30/13498828-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/rritje%20e%20%C3%A7mimeve-n>		"rritje e çmimeve"@als	
"закривам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B7%D0%B0%D0%BA%D1%80%D0%B8%D0%B2%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/01332730-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/mbules%C3%AB-v>		"mbulesë"@als	
