"цена"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%86%D0%B5%D0%BD%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/05163807-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/pris-n>		"pris"@sv	
"цена"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%86%D0%B5%D0%BD%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/13413493-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/v%C3%A4rde-n>		"värde"@sv	
"цена"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%86%D0%B5%D0%BD%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/05145118-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/pris-n>		"pris"@sv	
"обикновен"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D0%B1%D0%B8%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD-a>		<http://wordnet-rdf.princeton.edu/wn30/00485711-a>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/vanlig-a>		"vanlig"@sv	
"обикновен"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D0%B1%D0%B8%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD-a>		<http://wordnet-rdf.princeton.edu/wn30/01791911-a>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/redig-a>		"redig"@sv	
"обикновен"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D0%B1%D0%B8%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD-a>		<http://wordnet-rdf.princeton.edu/wn30/00489108-a>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/sedvanlig-a>		"sedvanlig"@sv	
"обикновен"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D0%B1%D0%B8%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD-a>		<http://wordnet-rdf.princeton.edu/wn30/01672607-a>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/vanlig-a>		"vanlig"@sv	
"одър"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D0%B4%D1%8A%D1%80-n>		<http://wordnet-rdf.princeton.edu/wn30/02818832-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/s%C3%A4ng-n>		"säng"@sv	
"вертолет"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B2%D0%B5%D1%80%D1%82%D0%BE%D0%BB%D0%B5%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/03512147-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/helikopter-n>		"helikopter"@sv	
"социология"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%BE%D1%86%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F-n>		<http://wordnet-rdf.princeton.edu/wn30/06151693-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/sociologi-n>		"sociologi"@sv	
"породя се"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BF%D0%BE%D1%80%D0%BE%D0%B4%D1%8F%20%D1%81%D0%B5-v>		<http://wordnet-rdf.princeton.edu/wn30/02624263-v>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/uppkomma-v>		"uppkomma"@sv	
"скъпоценност"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%BA%D1%8A%D0%BF%D0%BE%D1%86%D0%B5%D0%BD%D0%BD%D0%BE%D1%81%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/03596787-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/juvel-n>		"juvel"@sv	
"подреждам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BF%D0%BE%D0%B4%D1%80%D0%B5%D0%B6%D0%B4%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/01463963-v>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/ordna-v>		"ordna"@sv	
"подреждам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BF%D0%BE%D0%B4%D1%80%D0%B5%D0%B6%D0%B4%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/00404642-v>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/organisera-v>		"organisera"@sv	
"имам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B8%D0%BC%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/02203362-v>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/ha-v>		"ha"@sv	
"заклевам с��"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B7%D0%B0%D0%BA%D0%BB%D0%B5%D0%B2%D0%B0%D0%BC%20%D1%81%EF%BF%BD%EF%BF%BD-v>		<http://wordnet-rdf.princeton.edu/wn30/01013040-v>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/sv%C3%A4ra-v>		"svära"@sv	
"присъстващ"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BF%D1%80%D0%B8%D1%81%D1%8A%D1%81%D1%82%D0%B2%D0%B0%D1%89-a>		<http://wordnet-rdf.princeton.edu/wn30/01846413-a>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/n%C3%A4rvarande-a>		"närvarande"@sv	
"провалям се"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BF%D1%80%D0%BE%D0%B2%D0%B0%D0%BB%D1%8F%D0%BC%20%D1%81%D0%B5-v>		<http://wordnet-rdf.princeton.edu/wn30/01989053-v>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/kollapsa-v>		"kollapsa"@sv	
"провалям се"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BF%D1%80%D0%BE%D0%B2%D0%B0%D0%BB%D1%8F%D0%BC%20%D1%81%D0%B5-v>		<http://wordnet-rdf.princeton.edu/wn30/02528380-v>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/misslyckas-v>		"misslyckas"@sv	
"провалям се"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BF%D1%80%D0%BE%D0%B2%D0%B0%D0%BB%D1%8F%D0%BC%20%D1%81%D0%B5-v>		<http://wordnet-rdf.princeton.edu/wn30/02041877-v>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/kollapsa-v>		"kollapsa"@sv	
"утешавам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%83%D1%82%D0%B5%D1%88%D0%B0%D0%B2%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/01814815-v>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/tr%C3%B6sta-v>		"trösta"@sv	
"похвалвам се"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BF%D0%BE%D1%85%D0%B2%D0%B0%D0%BB%D0%B2%D0%B0%D0%BC%20%D1%81%D0%B5-v>		<http://wordnet-rdf.princeton.edu/wn30/00883226-v>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/skryta-v>		"skryta"@sv	
"безвкусен"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B1%D0%B5%D0%B7%D0%B2%D0%BA%D1%83%D1%81%D0%B5%D0%BD-a>		<http://wordnet-rdf.princeton.edu/wn30/02399595-a>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/smakl%C3%B6s-a>		"smaklös"@sv	
"сбирка"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%B1%D0%B8%D1%80%D0%BA%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/07951464-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/samling-n>		"samling"@sv	
"премествам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BF%D1%80%D0%B5%D0%BC%D0%B5%D1%81%D1%82%D0%B2%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/01527508-v>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/rubba-v>		"rubba"@sv	
"невеж"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BD%D0%B5%D0%B2%D0%B5%D0%B6-a>		<http://wordnet-rdf.princeton.edu/wn30/00831225-a>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/okunnig-a>		"okunnig"@sv	
"етап"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B5%D1%82%D0%B0%D0%BF-n>		<http://wordnet-rdf.princeton.edu/wn30/15290337-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/stadium-n>		"stadium"@sv	
"симулирам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%B8%D0%BC%D1%83%D0%BB%D0%B8%D1%80%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/00838043-v>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/simulera-v>		"simulera"@sv	
"окови"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D0%BA%D0%BE%D0%B2%D0%B8-n>		<http://wordnet-rdf.princeton.edu/wn30/04181228-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/f%C3%A4ngsel-n>		"fängsel"@sv	
"хубав"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%85%D1%83%D0%B1%D0%B0%D0%B2-a>		<http://wordnet-rdf.princeton.edu/wn30/01586342-a>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/sn%C3%A4ll-a>		"snäll"@sv	
"наркотик"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BD%D0%B0%D1%80%D0%BA%D0%BE%D1%82%D0%B8%D0%BA-n>		<http://wordnet-rdf.princeton.edu/wn30/03247620-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/drog-n>		"drog"@sv	
